date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-10-18,6.43,6.6,6.56,6.42,512626.88,0.12,1.86,6.472,6.429,6.322,279989.53,330007.0,283484.38,0.34
2016-10-17,6.51,6.51,6.43,6.43,242144.58,-0.07,-1.08,6.46,6.396,6.311,265731.85,293042.16,265731.04,0.16
2016-10-14,6.46,6.51,6.49,6.43,250570.55,0.03,0.46,6.472,6.373,6.306,331251.65,299452.46,261165.21,0.17
2016-10-13,6.43,6.48,6.46,6.41,171448.27,0.03,0.47,6.444,6.349,6.299,317617.34,293527.34,259276.62,0.12
2016-10-12,6.5,6.5,6.42,6.41,223157.39,-0.07,-1.08,6.426,6.326,6.295,400465.14,295933.33,264424.9,0.15
2016-10-11,6.53,6.54,6.5,6.46,441338.44,0.01,0.15,6.386,6.304,6.292,380024.47,286980.36,262863.15,0.3
2016-10-10,6.43,6.52,6.49,6.43,569743.62,0.15,2.37,6.332,6.273,6.285,320352.48,257861.42,259215.69,0.38
2016-09-30,6.34,6.39,6.35,6.32,182399.0,-0.01,-0.16,6.274,6.243,6.275,267653.28,218706.79,241396.1,0.12
2016-09-29,6.24,6.39,6.37,6.23,585687.25,0.15,2.41,6.254,6.227,6.274,269437.33,221150.1,243867.2,0.39
2016-09-28,6.24,6.25,6.22,6.22,120954.03,-0.01,-0.16,6.226,6.211,6.272,191401.53,184972.04,232685.49,0.08
2016-09-27,6.19,6.23,6.23,6.18,142978.48,0.03,0.48,6.222,6.215,6.276,193936.26,236961.76,242013.29,0.1
2016-09-26,6.23,6.27,6.2,6.19,306247.62,-0.05,-0.8,6.214,6.225,6.281,195370.37,238419.92,247862.86,0.21
2016-09-23,6.26,6.28,6.25,6.23,191319.27,0.02,0.32,6.212,6.238,6.289,169760.31,222877.96,247259.29,0.13
2016-09-22,6.2,6.24,6.23,6.19,195508.23,0.04,0.65,6.2,6.248,6.295,172862.87,225025.91,248490.47,0.13
2016-09-21,6.19,6.2,6.2,6.17,133627.69,0.02,0.32,6.196,6.263,6.303,178542.54,232916.47,253238.06,0.09
2016-09-20,6.19,6.2,6.19,6.16,150149.02,0.0,0.0,6.208,6.279,6.312,279987.27,238745.94,263198.5,0.1
2016-09-19,6.18,6.21,6.19,6.17,178197.34,0.01,0.16,6.236,6.297,6.325,281469.46,260569.97,271633.27,0.12
2016-09-14,6.19,6.22,6.19,6.17,206832.05,-0.04,-0.64,6.264,6.307,6.338,275995.6,264085.41,287325.55,0.14
2016-09-13,6.24,6.25,6.21,6.17,223906.62,-0.05,-0.8,6.296,6.321,6.353,277188.94,266584.3,293276.81,0.15
2016-09-12,6.25,6.28,6.26,6.15,640851.31,-0.06,-0.95,6.33,6.332,6.369,287290.4,280398.94,316075.49,0.43
2016-09-09,6.34,6.36,6.33,6.32,157560.0,-0.01,-0.16,6.35,6.337,6.385,197504.62,247064.81,343601.23,0.11
2016-09-08,6.36,6.36,6.33,6.32,150828.02,-0.03,-0.47,6.358,6.336,6.39,239670.47,257305.8,384455.85,0.1
2016-09-07,6.37,6.4,6.35,6.35,212798.77,-0.03,-0.47,6.35,6.339,6.387,252175.23,271640.62,411518.87,0.14
2016-09-06,6.35,6.42,6.38,6.32,274413.88,0.03,0.47,6.346,6.342,6.381,255979.66,271955.03,422463.0,0.18
2016-09-05,6.35,6.38,6.36,6.34,191922.41,0.0,0.0,6.334,6.342,6.375,273507.49,273559.64,458926.48,0.13
2016-09-02,6.29,6.38,6.37,6.27,368389.28,0.08,1.27,6.324,6.344,6.363,296625.0,287651.05,465793.91,0.25
2016-09-01,6.3,6.33,6.29,6.28,213351.8,-0.04,-0.63,6.314,6.353,6.35,274941.13,282696.57,457621.3,0.14
2016-08-31,6.3,6.33,6.33,6.27,231820.91,0.02,0.32,6.328,6.368,6.342,291106.02,310565.68,457778.33,0.16
2016-08-30,6.31,6.32,6.32,6.27,362053.06,0.02,0.32,6.338,6.385,6.331,287930.4,319969.32,460220.91,0.24
2016-08-29,6.32,6.34,6.31,6.29,307509.94,-0.02,-0.32,6.35,6.406,6.322,273611.79,351752.04,461774.18,0.21
2016-08-26,6.36,6.39,6.32,6.32,259969.95,-0.03,-0.47,6.364,6.432,6.314,278677.11,440137.66,474246.3,0.17
2016-08-25,6.38,6.38,6.36,6.32,294176.22,-0.03,-0.47,6.392,6.443,6.305,290452.01,511605.9,503128.84,0.2
2016-08-24,6.39,6.41,6.38,6.37,215942.84,-0.02,-0.31,6.408,6.434,6.294,330025.34,551397.11,528077.45,0.15
2016-08-23,6.4,6.42,6.38,6.36,290460.0,0.0,0.0,6.432,6.419,6.279,352008.24,572970.97,545477.17,0.2
