vocabulary,,voc_cmt,idx,similarity,pt,node_name,node_code
机电设备节能材料,,6,0,0.953966604,36,节能机械材料,360101
节电机械产品,,1,0,0.94251164,36,节能机械材料,360101
节能机电设备材料,,1,0,0.94232076,36,节能机械材料,360101
机械设备节能产品,,4,0,0.942299102,36,节能机械材料,360101
节能机具,,2,0,0.941938205,36,节能机械材料,360101
节能机械制品,,1,0,0.941303417,36,节能机械材料,360101
节能机械,,23,0,0.941282135,36,节能机械材料,360101
节能型机电产品,,33,0,0.93995545,36,节能机械材料,360101
节水机械,,4,0,0.938123344,36,节能机械材料,360101
节能机械产品,,5,0,0.937989679,36,节能机械材料,360101
节能性机电产品,,1,0,0.937305997,36,节能机械材料,360101
节能机械加工,,1,0,0.935476855,36,节能机械材料,360101
节能设备及材料节能机电产品,,1,0,0.9328652,36,节能机械材料,360101
节能机械研发,,2,0,0.93081812,36,节能机械材料,360101
节能机械设备,,112,0,0.930536484,36,节能机械材料,360101
节水节能机械研发,,1,0,0.929839446,36,节能机械材料,360101
节能机械设备的生产,,1,0,0.929169372,36,节能机械材料,360101
节能型机械产品,,1,0,0.928906233,36,节能机械材料,360101
机械节能工程,,2,0,0.926370946,36,节能机械材料,360101
节煤机,,2,0,0.926315877,36,节能机械材料,360101
机械设备节能装置,,1,0,0.925517165,36,节能机械材料,360101
机械节能产品,,6,0,0.925405666,36,节能机械材料,360101
节能机组设备,,2,0,0.92463116,36,节能机械材料,360101
机电设备节能材及设备,,1,0,0.924279427,36,节能机械材料,360101
节能机械设备的研发,,7,0,0.924257155,36,节能机械材料,360101
节能机械设计,,1,0,0.923805851,36,节能机械材料,360101
节能机械制造,,1,0,0.923204605,36,节能机械材料,360101
机械设备节能设备,,1,0,0.921885256,36,节能机械材料,360101
机房节能设备及材料,,1,0,0.921345801,36,节能机械材料,360101
节能机器设备,,2,0,0.921077013,36,节能机械材料,360101
新型节能材料机器设备的研发,,1,0,0.920557873,36,节能机械材料,360101
机械节能设备,,6,0,0.919879057,36,节能机械材料,360101
节能机,,3,0,0.919858785,36,节能机械材料,360101
节能机械产品研发,,1,0,0.919765303,36,节能机械材料,360101
节能用设备机械零部件,,1,0,0.91930794,36,节能机械材料,360101
生产节能机械设备,,1,0,0.919296271,36,节能机械材料,360101
节能机械设备制造,,3,0,0.919249167,36,节能机械材料,360101
节能机械研究,,1,0,0.918410028,36,节能机械材料,360101
节能设备等机电产品,,1,0,0.918253152,36,节能机械材料,360101
节水机械设备的研发,,1,0,0.918206097,36,节能机械材料,360101
节能及机电设备,,1,0,0.918127812,36,节能机械材料,360101
节能机械设备的设计,,1,0,0.918049084,36,节能机械材料,360101
机电设备节能产品,,2,0,0.917990041,36,节能机械材料,360101
机动节能设备,,1,0,0.917246888,36,节能机械材料,360101
节能设备材料,,8,0,0.917058924,36,节能机械材料,360101
节能机械设备设计,,2,0,0.916977346,36,节能机械材料,360101
从事节能机械设备,,1,0,0.916900431,36,节能机械材料,360101
机械及节能设备,,5,0,0.916227536,36,节能机械材料,360101
节能机械设备研发,,4,0,0.915508409,36,节能机械材料,360101
节能设备及机械加工,,1,0,0.914406253,36,节能机械材料,360101
节能电气器材,,1,1,1,36,节能电气器材,360102
节能电气,,15,1,0.967838366,36,节能电气器材,360102
节能节电电气产品,,1,1,0.966969921,36,节能电气器材,360102
节能电气产品,,32,1,0.966211407,36,节能电气器材,360102
节能电气电子产品,,1,1,0.964874644,36,节能电气器材,360102
节能电气工程,,1,1,0.955708462,36,节能电气器材,360102
从事节能电气,,1,1,0.953588228,36,节能电气器材,360102
节能电器及节能电气控制系统,,1,1,0.948424757,36,节能电气器材,360102
节能电器设备,,145,1,0.947442692,36,节能电气器材,360102
电子节能产品电气,,3,1,0.946228462,36,节能电气器材,360102
节能电气设备,,79,1,0.944440205,36,节能电气器材,360102
节能电器材料,,1,1,0.943685465,36,节能电气器材,360102
节能电力电气工程,,1,1,0.941342454,36,节能电气器材,360102
节能电器节能产品,,1,1,0.940555879,36,节能电气器材,360102
节能电器产品,,76,1,0.940319373,36,节能电气器材,360102
节能节电电器,,1,1,0.938519636,36,节能电气器材,360102
节能电力电气设备,,3,1,0.937025589,36,节能电气器材,360102
节能电器的制造,,5,1,0.935621486,36,节能电气器材,360102
节能电器,,926,1,0.934811194,36,节能电气器材,360102
节能电品,,1,1,0.933719959,36,节能电气器材,360102
节能电气化工程,,2,1,0.932905644,36,节能电气器材,360102
节能电器研制,,2,1,0.932251067,36,节能电气器材,360102
节电节能电器,,1,1,0.932059887,36,节能电气器材,360102
节电节能电气设备,,1,1,0.931271722,36,节能电气器材,360102
节能节电电器设备器材,,2,1,0.931166384,36,节能电气器材,360102
节能节电器产品,,1,1,0.931017251,36,节能电气器材,360102
电器节能工程,,1,1,0.930349349,36,节能电气器材,360102
节能电器制造,,16,1,0.930237236,36,节能电气器材,360102
节能电气产品销售,,1,1,0.930215656,36,节能电气器材,360102
从事节能电器,,4,1,0.928945898,36,节能电气器材,360102
节能电器设计,,3,1,0.927911908,36,节能电气器材,360102
节能电器的研发,,20,1,0.927869577,36,节能电气器材,360102
节能电气设备的销售,,2,1,0.92762272,36,节能电气器材,360102
节电节能电器设备,,1,1,0.92632975,36,节能电气器材,360102
电气节能工程,,5,1,0.925976827,36,节能电气器材,360102
节能电气设备设计,,1,1,0.925721443,36,节能电气器材,360102
节能电器机械,,1,1,0.924792915,36,节能电气器材,360102
节能电器与设备,,1,1,0.924721406,36,节能电气器材,360102
电气节能节电设备,,1,1,0.924440636,36,节能电气器材,360102
节能电气的研发,,3,1,0.92418885,36,节能电气器材,360102
节电电器生产,,1,1,0.924128688,36,节能电气器材,360102
节水电器,,1,1,0.923878485,36,节能电气器材,360102
节能电器设备设计,,1,1,0.92387825,36,节能电气器材,360102
节能电力电器设备,,2,1,0.922836702,36,节能电气器材,360102
节能电器及设备,,5,1,0.922795736,36,节能电气器材,360102
节能节电器,,1,1,0.922732933,36,节能电气器材,360102
节能电气机械,,1,1,0.922594413,36,节能电气器材,360102
节能电气工程诊断,,1,1,0.921929274,36,节能电气器材,360102
节能电器研发,,29,1,0.921924704,36,节能电气器材,360102
电子节能节能产品,,1,1,0.921920592,36,节能电气器材,360102
节能建筑材料,,288,2,1,36,节能建筑材料,360103
节能建材,,234,2,0.988835802,36,节能建筑材料,360103
建筑节能材料,,826,2,0.984585744,36,节能建筑材料,360103
节能建筑材料工程,,1,2,0.984539445,36,节能建筑材料,360103
建筑材料及节能材料,,1,2,0.982458195,36,节能建筑材料,360103
建材节能材料,,4,2,0.981182261,36,节能建筑材料,360103
建筑节能建材,,5,2,0.980643484,36,节能建筑材料,360103
建筑用节能材料,,1,2,0.980286771,36,节能建筑材料,360103
节能建筑材料及产品,,1,2,0.979892555,36,节能建筑材料,360103
节能建筑材料制造,,6,2,0.97875407,36,节能建筑材料,360103
节能建筑材料生产,,15,2,0.978583221,36,节能建筑材料,360103
节能建筑材料的生产,,7,2,0.977635678,36,节能建筑材料,360103
节能建筑材料的制造,,2,2,0.977409074,36,节能建筑材料,360103
节能建材的生产,,10,2,0.977378647,36,节能建筑材料,360103
节能建筑建材,,3,2,0.977278355,36,节能建筑材料,360103
节能建材产品,,6,2,0.977117997,36,节能建筑材料,360103
生产节能建筑材料,,3,2,0.977063276,36,节能建筑材料,360103
建筑工程节能材料,,1,2,0.976214048,36,节能建筑材料,360103
从事节能建筑材料,,2,2,0.9754701,36,节能建筑材料,360103
节能建筑材料设计,,1,2,0.975332178,36,节能建筑材料,360103
节能建材的制造,,2,2,0.974291369,36,节能建筑材料,360103
建筑材料节能产品,,1,2,0.973620642,36,节能建筑材料,360103
节能建材生产,,24,2,0.973193616,36,节能建筑材料,360103
建筑节能材料生产,,32,2,0.972993927,36,节能建筑材料,360103
建筑节能材料制作,,1,2,0.972424282,36,节能建筑材料,360103
建筑节能材料工程,,1,2,0.971010567,36,节能建筑材料,360103
建筑节能材料设计,,6,2,0.97078937,36,节能建筑材料,360103
节能建筑材料生产销售,,2,2,0.970641105,36,节能建筑材料,360103
建筑节能材料的制造,,3,2,0.970576192,36,节能建筑材料,360103
建筑用节能材料制造,,1,2,0.970487767,36,节能建筑材料,360103
节能建筑材料的生产销售,,1,2,0.970259567,36,节能建筑材料,360103
建筑节能材料制造,,5,2,0.969300008,36,节能建筑材料,360103
节能建筑及材料,,1,2,0.969247816,36,节能建筑材料,360103
建筑节能材料的生产,,18,2,0.968809318,36,节能建筑材料,360103
建筑节能工程材料,,2,2,0.968582951,36,节能建筑材料,360103
从事节能建材,,3,2,0.968034722,36,节能建筑材料,360103
建筑节能材料及产品,,1,2,0.967466754,36,节能建筑材料,360103
建筑材料的节能产品,,1,2,0.967199358,36,节能建筑材料,360103
节能建材制造,,4,2,0.967054758,36,节能建筑材料,360103
节能建筑建材的生产,,1,2,0.966454892,36,节能建筑材料,360103
新节能建筑材料,,2,2,0.965070314,36,节能建筑材料,360103
节能建材研制,,1,2,0.964996167,36,节能建筑材料,360103
节能建筑材料的设计,,10,2,0.964991753,36,节能建筑材料,360103
建材节能产品,,2,2,0.964723907,36,节能建筑材料,360103
建筑节能材料的设计,,7,2,0.964489053,36,节能建筑材料,360103
建设节能材料,,2,2,0.963972037,36,节能建筑材料,360103
经销节能建筑材料,,1,2,0.963775503,36,节能建筑材料,360103
节能建材加工,,9,2,0.963692502,36,节能建筑材料,360103
节能建材的研发,,30,2,0.963479061,36,节能建筑材料,360103
建筑材料与节能材料生产,,1,2,0.962712684,36,节能建筑材料,360103
节能设备,,33594,3,1,36,节能设备,360201
节煤设备,,5,3,0.996056811,36,节能设备,360201
节净设备,,1,3,0.991396859,36,节能设备,360201
节材设备,,1,3,0.99070252,36,节能设备,360201
节能设备产品,,36,3,0.9883205,36,节能设备,360201
节能设施设备,,2,3,0.986672575,36,节能设备,360201
节能设备设施,,4,3,0.985515063,36,节能设备,360201
节能设备部件,,1,3,0.984860099,36,节能设备,360201
节能设备器材,,2,3,0.983989617,36,节能设备,360201
节能设,,1,3,0.981770714,36,节能设备,360201
节能设备设计,,204,3,0.981400473,36,节能设备,360201
节能设备技术,,93,3,0.980947076,36,节能设备,360201
节能设施设备产品,,2,3,0.980538489,36,节能设备,360201
节能设备的设计,,245,3,0.978970622,36,节能设备,360201
节能产品设备,,43,3,0.978863098,36,节能设备,360201
节能及节电设备,,9,3,0.97883039,36,节能设备,360201
节能设备的制作,,2,3,0.978515954,36,节能设备,360201
节能设备制作,,7,3,0.978304157,36,节能设备,360201
节能设备的制造,,66,3,0.977771289,36,节能设备,360201
节能设备制造,,214,3,0.977274668,36,节能设备,360201
节能装置设备,,2,3,0.977214164,36,节能设备,360201
节电节能设备,,52,3,0.977016034,36,节能设备,360201
节能设施,,25,3,0.976433046,36,节能设备,360201
节能设备及部件,,5,3,0.976203065,36,节能设备,360201
节能节排设备的设计,,1,3,0.976164635,36,节能设备,360201
节电设备制造,,1,3,0.975643987,36,节能设备,360201
节能设备的的制造,,1,3,0.975132783,36,节能设备,360201
节能新设备,,1,3,0.974777798,36,节能设备,360201
节能设备系统,,3,3,0.974717557,36,节能设备,360201
节能设备生产,,114,3,0.974254978,36,节能设备,360201
节能设备设计制造,,1,3,0.973635352,36,节能设备,360201
节能设备的生产,,121,3,0.973059149,36,节能设备,360201
节能设备装,,1,3,0.972493274,36,节能设备,360201
工厂节能设备,,4,3,0.971667477,36,节能设备,360201
节能设备及器具,,1,3,0.971628857,36,节能设备,360201
节电节水设备,,8,3,0.971276961,36,节能设备,360201
节能设备定做,,1,3,0.971039955,36,节能设备,360201
节能设备仪器仪表,,2,3,0.970992362,36,节能设备,360201
节能设备与系统,,1,3,0.970897418,36,节能设备,360201
节能设备材料,,8,3,0.970788942,36,节能设备,360201
新节能设备,,2,3,0.97051091,36,节能设备,360201
节能设备科技,,9,3,0.970013469,36,节能设备,360201
节能机器设备,,2,3,0.969987218,36,节能设备,360201
节能设备和产品,,3,3,0.969980822,36,节能设备,360201
从事节能设备,,20,3,0.969905413,36,节能设备,360201
设计制造节能设备,,1,3,0.969660344,36,节能设备,360201
节能设备机电产品,,1,3,0.96954863,36,节能设备,360201
节能设备及器材,,9,3,0.969548321,36,节能设备,360201
设备节能设计,,2,3,0.969496482,36,节能设备,360201
以节能设备,,1,3,0.969223617,36,节能设备,360201
能源二次利用技术研发,,1,4,0.941221628,36,能源二次利用设备,360202
二次能源再生利用,,1,4,0.903306043,36,能源二次利用设备,360202
再生能源利用设备,,7,4,0.888837063,36,能源二次利用设备,360202
再生能源设备利用,,1,4,0.886771734,36,能源二次利用设备,360202
再生能源利用设备研发,,1,4,0.886200122,36,能源二次利用设备,360202
能源回收再利用设备,,3,4,0.88504285,36,能源二次利用设备,360202
能源再利用,,6,4,0.885013932,36,能源二次利用设备,360202
能源再生利用,,8,4,0.883767786,36,能源二次利用设备,360202
能源再利用处理,,1,4,0.880347523,36,能源二次利用设备,360202
二次回收再利用,,1,4,0.878266413,36,能源二次利用设备,360202
能源回收再利用,,1,4,0.876114796,36,能源二次利用设备,360202
再生能源利用工程,,1,4,0.875144686,36,能源二次利用设备,360202
能源的再利用,,1,4,0.87435325,36,能源二次利用设备,360202
再生能源综合利用成套设备,,1,4,0.874154888,36,能源二次利用设备,360202
能源再生利用技术,,1,4,0.870833105,36,能源二次利用设备,360202
二次利用,,3,4,0.870256088,36,能源二次利用设备,360202
能源综合利用设备,,3,4,0.869802,36,能源二次利用设备,360202
再生产能源利用,,1,4,0.869594509,36,能源二次利用设备,360202
能源再生设备,,3,4,0.867053518,36,能源二次利用设备,360202
可再生能源利用设备,,1,4,0.866905147,36,能源二次利用设备,360202
二次资源回收利用,,1,4,0.866194047,36,能源二次利用设备,360202
能源回收利用,,6,4,0.864321772,36,能源二次利用设备,360202
能源利用和再生工程设计及施工,,1,4,0.863312501,36,能源二次利用设备,360202
能源再利用技术的研发,,1,4,0.863197755,36,能源二次利用设备,360202
二次资源综合利用,,2,4,0.86207341,36,能源二次利用设备,360202
资源再回收及二次利用,,1,4,0.860181577,36,能源二次利用设备,360202
再生能源设备生产,,3,4,0.86008874,36,能源二次利用设备,360202
能源再生利用技术研发,,2,4,0.859187205,36,能源二次利用设备,360202
能源回收及再利用设备,,2,4,0.858733672,36,能源二次利用设备,360202
再生能源资源综合利用,,2,4,0.857984832,36,能源二次利用设备,360202
能源再生利用的回收,,1,4,0.857552672,36,能源二次利用设备,360202
再生能源回收利用工程,,1,4,0.857074218,36,能源二次利用设备,360202
能源回收利用设备,,1,4,0.856421315,36,能源二次利用设备,360202
再生能源加工,,6,4,0.855936097,36,能源二次利用设备,360202
再生能源生产设备,,8,4,0.855061616,36,能源二次利用设备,360202
再生能源加工及生产,,1,4,0.854923505,36,能源二次利用设备,360202
工业企业二次资源再生回收循环利用,,2,4,0.854299313,36,能源二次利用设备,360202
能源综合利用工程,,1,4,0.853244756,36,能源二次利用设备,360202
再生能源原料回收利用,,1,4,0.852943166,36,能源二次利用设备,360202
可再生能源利设备,,1,4,0.852883724,36,能源二次利用设备,360202
再生能源设备,,34,4,0.852822238,36,能源二次利用设备,360202
再生能源与资源综合利用,,4,4,0.852484633,36,能源二次利用设备,360202
二次加工利用,,1,4,0.852399394,36,能源二次利用设备,360202
机电能源再生利用,,1,4,0.851254605,36,能源二次利用设备,360202
能源综合利用技术,,17,4,0.850364614,36,能源二次利用设备,360202
再生能源用品,,1,4,0.849859136,36,能源二次利用设备,360202
能源利用设备,,2,4,0.849726908,36,能源二次利用设备,360202
二次资源循环利用技术,,2,4,0.849436715,36,能源二次利用设备,360202
二次资源再生利用,,4,4,0.848534046,36,能源二次利用设备,360202
能源综合利用设计,,4,4,0.848371204,36,能源二次利用设备,360202
新能源设备,,10259,5,1,36,新能源设备,360203
新能能源设备,,1,5,0.98970795,36,新能源设备,360203
新能源用设备,,1,5,0.985625225,36,新能源设备,360203
新能源设备产品,,3,5,0.982153047,36,新能源设备,360203
新能源等设备,,1,5,0.979615559,36,新能源设备,360203
新能源设施设备,,4,5,0.978739523,36,新能源设备,360203
新能源设备设施,,5,5,0.978043472,36,新能源设备,360203
新能源及设备,,2,5,0.973200439,36,新能源设备,360203
新能源设备设计,,66,5,0.972464145,36,新能源设备,360203
新能源相关的设备,,1,5,0.972189991,36,新能源设备,360203
新能源核心设备,,2,5,0.9707831,36,新能源设备,360203
新能源设备技术,,15,5,0.97067035,36,新能源设备,360203
新能源项目设备,,2,5,0.969755629,36,新能源设备,360203
新能源设备及技术,,1,5,0.968855922,36,新能源设备,360203
新能源产品设备,,14,5,0.968355081,36,新能源设备,360203
新能源设备和系统,,3,5,0.967046135,36,新能源设备,360203
新能源项目的设备,,1,5,0.966933704,36,新能源设备,360203
新能源设备及系统,,6,5,0.966691306,36,新能源设备,360203
新能源设备制造,,135,5,0.966448418,36,新能源设备,360203
新能源设备器材,,1,5,0.966239209,36,新能源设备,360203
新能源设备装置,,1,5,0.966173041,36,新能源设备,360203
新能源及新能源设备,,1,5,0.965801936,36,新能源设备,360203
新能源的设备,,1,5,0.965343043,36,新能源设备,360203
新能源设备的的生产,,2,5,0.96515471,36,新能源设备,360203
新能源设备科技,,1,5,0.964198896,36,新能源设备,360203
新能源设备生产,,63,5,0.963422123,36,新能源设备,360203
新能源设备的制作,,1,5,0.963343478,36,新能源设备,360203
新能源关键设备,,1,5,0.963301874,36,新能源设备,360203
新型能源设备,,54,5,0.963065282,36,新能源设备,360203
新能源相关设备,,47,5,0.96302438,36,新能源设备,360203
新能源设备及部件,,6,5,0.963021043,36,新能源设备,360203
从事新能源设备,,14,5,0.962871582,36,新能源设备,360203
新能源设备系统,,2,5,0.96266439,36,新能源设备,360203
新能源设施,,46,5,0.962579232,36,新能源设备,360203
新能源设备的生产,,78,5,0.962022815,36,新能源设备,360203
新能源技术设备,,8,5,0.961401356,36,新能源设备,360203
新能源设备设施设计,,1,5,0.961067995,36,新能源设备,360203
新能源设备及产品,,33,5,0.960449288,36,新能源设备,360203
新能源设备及产品的,,1,5,0.960161386,36,新能源设备,360203
新能源设备及装置,,1,5,0.960159281,36,新能源设备,360203
新能源设备的制造,,41,5,0.959839736,36,新能源设备,360203
新能源设备及新能源产品,,2,5,0.959654889,36,新能源设备,360203
新能源设备及其产品,,2,5,0.959202538,36,新能源设备,360203
新能源设备的设计,,155,5,0.959143047,36,新能源设备,360203
新能源设备及设施,,2,5,0.957474141,36,新能源设备,360203
新能源设备以及器材,,1,5,0.956907321,36,新能源设备,360203
新能源科技设备,,7,5,0.956728326,36,新能源设备,360203
新能源设备制造等,,2,5,0.956542362,36,新能源设备,360203
新能源设备和产品,,3,5,0.956524204,36,新能源设备,360203
新能源设备及器材,,2,5,0.955954023,36,新能源设备,360203
节能应用,,2,6,1,36,节能应用,360301
节能产品的应用,,1,6,0.949326649,36,节能应用,360301
节能产品应用,,2,6,0.938829421,36,节能应用,360301
节能产品技术应用,,2,6,0.934313118,36,节能应用,360301
节能产品的技术应用,,1,6,0.933358839,36,节能应用,360301
节能设备应用,,1,6,0.933259478,36,节能应用,360301
节能用品,,63,6,0.931924034,36,节能应用,360301
节能技术产品应用,,1,6,0.927717315,36,节能应用,360301
节能等,,74,6,0.926444412,36,节能应用,360301
节水用品,,1,6,0.922187179,36,节能应用,360301
节能应用产品的研发与销售,,2,6,0.921685468,36,节能应用,360301
节能应用产品,,2,6,0.920561495,36,节能应用,360301
节能新产品,,38,6,0.918682698,36,节能应用,360301
节能设施,,25,6,0.91735275,36,节能应用,360301
节能用具,,5,6,0.916191938,36,节能应用,360301
节能产品中,,1,6,0.915787804,36,节能应用,360301
节能化工程,,10,6,0.91568237,36,节能应用,360301
建筑节能应用,,1,6,0.915311351,36,节能应用,360301
节能工程的,,1,6,0.915169096,36,节能应用,360301
节水节电工程施工,,5,6,0.914448179,36,节能应用,360301
节能技术的应用,,8,6,0.914162131,36,节能应用,360301
节水节能工程施工,,3,6,0.913890329,36,节能应用,360301
节能设备,,33594,6,0.913425381,36,节能应用,360301
节能产品的应用服务,,1,6,0.912894545,36,节能应用,360301
节能产品,,23336,6,0.912839661,36,节能应用,360301
节能设,,1,6,0.912624083,36,节能应用,360301
节水材料配件,,1,6,0.912608982,36,节能应用,360301
节能节排产品,,1,6,0.912439307,36,节能应用,360301
节能节排工程,,1,6,0.912272443,36,节能应用,360301
节能设计,,116,6,0.912163798,36,节能应用,360301
节能设施设备,,2,6,0.912097574,36,节能应用,360301
节水制品,,2,6,0.911873539,36,节能应用,360301
节煤产品,,2,6,0.911807472,36,节能应用,360301
节水用具,,1,6,0.911703044,36,节能应用,360301
节能设施设备产品,,2,6,0.911549151,36,节能应用,360301
节水节能工程设计施工,,1,6,0.911159505,36,节能应用,360301
节保用品,,1,6,0.911157505,36,节能应用,360301
节源产品,,3,6,0.910976417,36,节能应用,360301
节能化产品,,1,6,0.91095316,36,节能应用,360301
节能产品等,,3,6,0.910664048,36,节能应用,360301
节能制品,,7,6,0.910556936,36,节能应用,360301
节能工程,,7684,6,0.910195895,36,节能应用,360301
节能节排设备的设计,,1,6,0.909452424,36,节能应用,360301
节能器材设备,,3,6,0.90917924,36,节能应用,360301
节能项目工程,,13,6,0.908987498,36,节能应用,360301
节能节水产品,,9,6,0.90884198,36,节能应用,360301
从事节能产品,,16,6,0.908812961,36,节能应用,360301
节能工程的设计,,690,6,0.908552173,36,节能应用,360301
节煤设备,,5,6,0.908425387,36,节能应用,360301
节能程工,,1,6,0.907840352,36,节能应用,360301
节能服务,,819,7,1,36,节能服务,360302
节能服务等,,1,7,0.985338566,36,节能服务,360302
与节能服务,,1,7,0.977562225,36,节能服务,360302
节能项目服务,,4,7,0.97699712,36,节能服务,360302
节水节电工程技术服务,,1,7,0.968066464,36,节能服务,360302
节能服务工程,,36,7,0.965249451,36,节能服务,360302
节能项目技术服务,,12,7,0.963119469,36,节能服务,360302
节能节能技术服务,,1,7,0.962830634,36,节能服务,360302
节能业务服务,,1,7,0.961583115,36,节能服务,360302
节能工程项目服务,,2,7,0.961010557,36,节能服务,360302
节能服务管理,,8,7,0.960831447,36,节能服务,360302
节能节电服务,,1,7,0.959771331,36,节能服务,360302
节能服务设计,,1,7,0.959166592,36,节能服务,360302
节能工程技术服务,,38,7,0.958975005,36,节能服务,360302
节能服务项目设计,,7,7,0.958447244,36,节能服务,360302
节能技术工程服务,,4,7,0.957504579,36,节能服务,360302
节能科技服务,,11,7,0.957481589,36,节能服务,360302
节能服务工程设计,,2,7,0.955647106,36,节能服务,360302
科技节能服务,,1,7,0.954502824,36,节能服务,360302
节能技术技术服务,,2,7,0.953829098,36,节能服务,360302
节能工程项目技术服务,,2,7,0.952902185,36,节能服务,360302
节能诊断及技术服务,,2,7,0.952841159,36,节能服务,360302
节能诊断和技术服务,,1,7,0.952191802,36,节能服务,360302
节能工程及节能项目技术服务,,2,7,0.952056199,36,节能服务,360302
节能服务产品的销售,,1,7,0.950907033,36,节能服务,360302
运营节能服务,,8,7,0.949911177,36,节能服务,360302
节能诊断服务,,12,7,0.949387852,36,节能服务,360302
节能技术服工程务,,2,7,0.949082824,36,节能服务,360302
节能服务工程施工,,1,7,0.949003179,36,节能服务,360302
节电节能新技术新产品服务,,1,7,0.948311848,36,节能服务,360302
节能服务及技术服务,,2,7,0.948041524,36,节能服务,360302
节能性技术服务,,1,7,0.947485202,36,节能服务,360302
节能项目的技术服务,,1,7,0.947133329,36,节能服务,360302
节能技术服务项目,,1,7,0.947017688,36,节能服务,360302
节能技术开发服务,,14588,7,0.946915965,36,节能服务,360302
节能管理技术服务,,3,7,0.946708506,36,节能服务,360302
节能工程及技术服务,,1,7,0.946596568,36,节能服务,360302
节能工程施工服务,,6,7,0.946394947,36,节能服务,360302
节能服务产业,,1,7,0.946337757,36,节能服务,360302
节能工程的技术服务,,5,7,0.946289947,36,节能服务,360302
节能服务系统,,2,7,0.945920047,36,节能服务,360302
节能产品技术服务,,89,7,0.945806765,36,节能服务,360302
节能项目管理服务,,4,7,0.945569062,36,节能服务,360302
节电节能技术及技术服务,,1,7,0.94509993,36,节能服务,360302
节能诊断及服务,,1,7,0.944985593,36,节能服务,360302
节能技术服,,1,7,0.944643841,36,节能服务,360302
节能技术系统工程服务,,1,7,0.944322984,36,节能服务,360302
节能科技技术服务,,23,7,0.944319322,36,节能服务,360302
节能节电技术服务,,6,7,0.943951215,36,节能服务,360302
节能工程技术推广服务,,5,7,0.943944248,36,节能服务,360302
轻质合金材料,,7,8,0.946739921,36,高性能轻质合金,36010101
轻质合金,,11,8,0.94201683,36,高性能轻质合金,36010101
轻型合金,,1,8,0.941658984,36,高性能轻质合金,36010101
轻质合金制品,,1,8,0.93941176,36,高性能轻质合金,36010101
轻型合金制品,,1,8,0.938038204,36,高性能轻质合金,36010101
高强轻型合金,,3,8,0.935363461,36,高性能轻质合金,36010101
高强度轻型合金,,1,8,0.926587845,36,高性能轻质合金,36010101
轻质合金表面处理,,1,8,0.926060607,36,高性能轻质合金,36010101
轻质合金材料研发,,1,8,0.92386954,36,高性能轻质合金,36010101
轻质合金应用材料及制品,,1,8,0.921523284,36,高性能轻质合金,36010101
高温合金材料和轻质高强金属材料,,1,8,0.918020231,36,高性能轻质合金,36010101
轻金属合金材料的研发,,1,8,0.917855376,36,高性能轻质合金,36010101
轻合金产品的技术设计,,1,8,0.913788064,36,高性能轻质合金,36010101
轻量化合金材料的生产与技术研发,,1,8,0.911613884,36,高性能轻质合金,36010101
轻质合金材料研发生产销售,,1,8,0.911277413,36,高性能轻质合金,36010101
轻合金及合金材料研发,,1,8,0.908675822,36,高性能轻质合金,36010101
高强轻型合金材料及金属材料的研发,,1,8,0.905613069,36,高性能轻质合金,36010101
轻有色金属冶炼及其合金产品,,1,8,0.904538669,36,高性能轻质合金,36010101
轻合金高新技术产品研发,,2,8,0.902668729,36,高性能轻质合金,36010101
高强度轻型合金生产技术研发,,1,8,0.902191328,36,高性能轻质合金,36010101
高精密轻合金产品,,1,8,0.899859261,36,高性能轻质合金,36010101
轻质高强合金材料及零部件的研发,,2,8,0.895879661,36,高性能轻质合金,36010101
轻质合金材料的基础研究,,1,8,0.894786868,36,高性能轻质合金,36010101
高强轻型合金材料及其他金属材料的研发,,1,8,0.893065646,36,高性能轻质合金,36010101
轻型合金材料,,2,8,0.891682668,36,高性能轻质合金,36010101
金属轻钢构件,,1,8,0.891322072,36,高性能轻质合金,36010101
金属轻钢结构,,1,8,0.889510097,36,高性能轻质合金,36010101
新型轻合金材料的研发,,1,8,0.888524374,36,高性能轻质合金,36010101
轻钢,,339,8,0.88833394,36,高性能轻质合金,36010101
轻合金及有色金属制品的研发,,2,8,0.888046384,36,高性能轻质合金,36010101
高性能轻量金属研发,,1,8,0.888031603,36,高性能轻质合金,36010101
高性能轻合金材料及加工成形技术的研究与开发,,1,8,0.887970609,36,高性能轻质合金,36010101
轻合金新材料,,2,8,0.88783908,36,高性能轻质合金,36010101
轻合金材料的测试,,1,8,0.887063742,36,高性能轻质合金,36010101
轻合金成型技术的研发,,1,8,0.88662365,36,高性能轻质合金,36010101
轻合金产品的研发,,1,8,0.886590727,36,高性能轻质合金,36010101
轻合金技术,,1,8,0.885822527,36,高性能轻质合金,36010101
轻合金材料的技术开发,,1,8,0.88563899,36,高性能轻质合金,36010101
轻合金的研发,,3,8,0.885568527,36,高性能轻质合金,36010101
轻合金材料,,14,8,0.885405377,36,高性能轻质合金,36010101
高性能合金材料,,13,8,0.885338025,36,高性能轻质合金,36010101
轻合金产品,,1,8,0.884715484,36,高性能轻质合金,36010101
轻合金的性能检测服务,,1,8,0.88452256,36,高性能轻质合金,36010101
高性能合金结构材料,,3,8,0.883404245,36,高性能轻质合金,36010101
轻钢钢材,,1,8,0.882726724,36,高性能轻质合金,36010101
